state	airport	long	lat	date	arrivals	delayed	cancelled	diverted	carrier_del	weather_del	nas_del	security_del	late_aircraft_del	on_time
AZ	PHX	-112.0080556	33.43416667	2007-09-01	16884	2442	177	12	814.22	38.8	705.62	8.81	874.55	0.855366027007818
AZ	PHX	-112.0080556	33.43416667	2007-10-01	17671	2894	176	7	952.77	47.59	822.18	8.69	1062.75	0.836228849527474
AZ	PHX	-112.0080556	33.43416667	2007-11-01	17072	2825	287	7	922.82	38.04	989.29	10.65	864.19	0.834524367385192
AZ	PHX	-112.0080556	33.43416667	2007-12-01	17655	4714	342	8	1398.41	133.16	1676.35	14.42	1491.67	0.732993486264514
AZ	PHX	-112.0080556	33.43416667	2008-01-01	17693	3655	315	12	1044.82	106.66	1264.05	12.92	1226.56	0.793421126999378
AZ	PHX	-112.0080556	33.43416667	2008-02-01	16595	3618	335	10	958.75	88.83	1261.49	12.03	1296.91	0.781982524856885
AZ	PHX	-112.0080556	33.43416667	2008-03-01	17864	3301	232	23	1036.18	51.18	934.29	14.88	1264.44	0.815214957456337
AZ	PHX	-112.0080556	33.43416667	2008-04-01	17245	2585	238	15	847.09	30.52	940.12	5.89	761.41	0.850101478689475
AZ	PHX	-112.0080556	33.43416667	2008-05-01	17425	3387	158	10	888.75	48.5	1461.61	7.7	980.46	0.805624103299857
AZ	PHX	-112.0080556	33.43416667	2008-06-01	16997	3651	203	13	1061.04	82.51	1290.87	15.9	1200.71	0.785197387774313
AZ	PHX	-112.0080556	33.43416667	2008-07-01	17390	3026	202	49	1069	81.22	925.86	13.37	936.53	0.825991949396205
AZ	PHX	-112.0080556	33.43416667	2008-08-01	16757	2651	181	144	892.58	98.45	839.18	10.16	810.66	0.841797457778839
AZ	PHX	-112.0080556	33.43416667	2008-09-01	15168	1440	151	21	524.01	31.47	473.66	7.67	403.18	0.90506329113924
AZ	PHX	-112.0080556	33.43416667	2008-10-01	15642	1640	122	4	586.52	14.81	598.25	8.09	432.34	0.895154072369262
AZ	PHX	-112.0080556	33.43416667	2008-11-01	15002	1637	130	13	523.6	35.34	533.53	1.95	542.57	0.890881215837888
AZ	PHX	-112.0080556	33.43416667	2008-12-01	15638	4663	287	19	1207.41	183.12	1779.76	16.88	1475.82	0.70181608901394
AZ	PHX	-112.0080556	33.43416667	2009-01-01	15508	2358	186	14	676.71	79.66	927.56	4.58	669.49	0.847949445447511
AZ	PHX	-112.0080556	33.43416667	2009-02-01	14162	2337	136	5	617.81	40.54	1095.03	4.54	579.09	0.834980934896201
AZ	PHX	-112.0080556	33.43416667	2009-03-01	16209	2546	171	48	775.69	56.12	970.83	4.05	739.31	0.842926769078907
AZ	PHX	-112.0080556	33.43416667	2009-04-01	15520	2284	117	10	696.58	59.71	747.52	6.76	773.41	0.852835051546392
AZ	PHX	-112.0080556	33.43416667	2009-05-01	15716	1974	161	25	682.43	39.33	523.06	7.35	721.83	0.874395520488674
AZ	PHX	-112.0080556	33.43416667	2009-06-01	15425	2930	155	12	904.7	62.75	952.76	13.05	996.78	0.810048622366288
AZ	PHX	-112.0080556	33.43416667	2009-07-01	15979	2591	156	62	922.86	67.72	754.67	12.42	833.33	0.837849677701984
AZ	PHX	-112.0080556	33.43416667	2009-08-01	15669	2024	123	24	745.18	51.89	516.28	14.19	696.45	0.870827749058651
AZ	PHX	-112.0080556	33.43416667	2009-09-01	14497	1291	68	5	465.95	17.1	356.11	3.1	448.73	0.910947092501897
AZ	PHX	-112.0080556	33.43416667	2009-10-01	15127	3202	120	13	850.61	51.4	1301.69	8.81	989.53	0.788325510676274
AZ	PHX	-112.0080556	33.43416667	2009-11-01	14692	965	79	7	404.06	9.75	255.3	4.29	291.61	0.934317996188402
AZ	PHX	-112.0080556	33.43416667	2009-12-01	15617	3112	242	41	890.24	128.58	1012.12	12.58	1068.52	0.800729973746558
AZ	PHX	-112.0080556	33.43416667	2010-01-01	15287	1878	444	86	602.02	66.5	524.55	12.38	672.57	0.877150520049715
AZ	PHX	-112.0080556	33.43416667	2010-02-01	13976	1619	255	6	483.02	62.74	480.38	4.51	588.35	0.88415855752719
AZ	PHX	-112.0080556	33.43416667	2010-03-01	15742	1850	124	9	603.04	36.56	432.13	9.29	769.01	0.882479989836107
AZ	PHX	-112.0080556	33.43416667	2010-04-01	15014	1685	115	10	478.02	35.61	504.22	3.08	664.06	0.887771413347542
AZ	PHX	-112.0080556	33.43416667	2010-05-01	15419	2113	112	6	556.94	46.51	645.58	4.51	859.49	0.862961281535768
AZ	PHX	-112.0080556	33.43416667	2010-06-01	15012	1985	111	6	630.7	68.08	378.19	7.62	900.39	0.867772448707701
AZ	PHX	-112.0080556	33.43416667	2010-07-01	15419	2034	138	19	621.24	68.61	384.84	8.16	951.16	0.868084830404047
AZ	PHX	-112.0080556	33.43416667	2010-08-01	15264	1813	106	30	554.03	46.01	431.8	5.03	776.13	0.881223794549266
AZ	PHX	-112.0080556	33.43416667	2010-09-01	14565	1544	65	5	414.02	21.39	536.24	4.41	567.94	0.893992447648472
AZ	PHX	-112.0080556	33.43416667	2010-10-01	15275	2691	125	61	623.55	54.2	1013.09	11.25	988.91	0.823829787234043
AZ	PHX	-112.0080556	33.43416667	2010-11-01	14800	2389	90	12	624.12	28.38	853.12	8.93	874.45	0.838581081081081
AZ	PHX	-112.0080556	33.43416667	2010-12-01	15558	3210	232	16	908.09	65.61	801.2	10.52	1424.62	0.79367527959892
AZ	PHX	-112.0080556	33.43416667	2011-01-01	15499	2412	198	12	741.66	47.32	612.9	19.33	990.8	0.844377056584296
AZ	PHX	-112.0080556	33.43416667	2011-02-01	14184	2899	246	19	684.27	68.99	1112.35	9.57	1023.82	0.795614777213762
AZ	PHX	-112.0080556	33.43416667	2011-03-01	16760	2719	126	9	721.84	29.6	810.59	6.1	1150.9	0.837768496420048
AZ	PHX	-112.0080556	33.43416667	2011-04-01	16075	2805	226	15	725.97	43.95	885.8	12.25	1137.07	0.825505443234837
AZ	PHX	-112.0080556	33.43416667	2011-05-01	16308	2395	176	13	697.84	53.41	566.9	15.5	1061.36	0.853139563404464
AZ	PHX	-112.0080556	33.43416667	2011-06-01	16042	2395	218	5	700.7	56.52	550.99	10.19	1076.59	0.850704400947513
AZ	PHX	-112.0080556	33.43416667	2011-07-01	16455	2198	215	62	631.83	83.72	463.28	2.28	1016.88	0.866423579459131
AZ	PHX	-112.0080556	33.43416667	2011-08-01	16113	1822	200	23	578.43	135.22	356.23	7.78	744.32	0.886923602060448
AZ	PHX	-112.0080556	33.43416667	2011-09-01	14817	1367	120	11	470	27.07	260.39	4.32	605.23	0.907741108186543
AZ	PHX	-112.0080556	33.43416667	2011-10-01	15464	1479	150	8	466.65	20.46	415.96	5.83	570.08	0.904358510087946
AZ	PHX	-112.0080556	33.43416667	2011-11-01	14902	1642	99	4	485.44	21.57	552.06	5.81	577.1	0.889813447859348
AZ	PHX	-112.0080556	33.43416667	2011-12-01	15640	2008	111	6	553.09	40.68	734.88	8.25	671.11	0.871611253196931
AZ	PHX	-112.0080556	33.43416667	2012-01-01	15370	3527	145	12	521.1	50.14	2145.45	3.7	806.6	0.770527000650618
AZ	PHX	-112.0080556	33.43416667	2012-02-01	14614	1494	80	7	442.59	17.04	599.12	7.22	428.06	0.89776926235117
AZ	PHX	-112.0080556	33.43416667	2012-03-01	16593	1683	86	8	534.57	24.09	490.3	3.84	630.2	0.898571686855903
AZ	PHX	-112.0080556	33.43416667	2012-04-01	15526	1441	108	5	454.22	24.23	406.09	6.27	550.2	0.907187942805616
AZ	PHX	-112.0080556	33.43416667	2012-05-01	15753	1549	108	47	461.58	39.03	435.41	8.68	604.29	0.90166952326541
AZ	PHX	-112.0080556	33.43416667	2012-06-01	15702	1865	129	14	582.84	31.29	416.68	11.9	822.28	0.881225321615081
AZ	PHX	-112.0080556	33.43416667	2012-07-01	16070	2413	106	67	681.61	78.89	605.97	8.86	1037.69	0.849844430616055
AZ	PHX	-112.0080556	33.43416667	2012-08-01	15361	2014	86	9	602.52	42.46	475.01	14.48	879.53	0.868888744222381
AZ	PHX	-112.0080556	33.43416667	2012-09-01	13953	1406	74	11	488.62	22.05	327.41	10.53	557.38	0.899233139826561
AZ	PHX	-112.0080556	33.43416667	2012-10-01	14901	1860	162	9	567.18	11.53	565.46	8.17	707.67	0.875176162673646
AZ	PHX	-112.0080556	33.43416667	2012-11-01	14370	1190	113	8	411.94	12.01	250.85	5.54	509.64	0.917188587334725
AZ	PHX	-112.0080556	33.43416667	2012-12-01	14852	2743	145	6	821.11	44.58	861.66	20.83	994.82	0.815311069216267
AZ	PHX	-112.0080556	33.43416667	2013-01-01	14685	1868	83	5	594.69	35.08	635.49	11.45	591.26	0.872795369424583
AZ	PHX	-112.0080556	33.43416667	2013-02-01	13424	1467	144	8	449.57	36.09	505	9.38	466.96	0.890718116805721
AZ	PHX	-112.0080556	33.43416667	2013-03-01	16079	1998	127	6	608.53	24.93	524.97	9.08	830.48	0.875738540954039
AZ	PHX	-112.0080556	33.43416667	2013-04-01	14917	2202	117	8	570.25	29.97	694.67	9.96	897.16	0.852383186967889
AZ	PHX	-112.0080556	33.43416667	2013-05-01	15167	1887	90	7	546.66	42.1	465.07	4.23	828.94	0.875585151974682
AZ	PHX	-112.0080556	33.43416667	2013-06-01	15242	2770	208	23	829.65	73.18	602.58	14.22	1250.36	0.818265319511875
AZ	PHX	-112.0080556	33.43416667	2013-07-01	15438	2538	160	11	775.64	60.56	603.91	6.4	1091.5	0.835600466381656
AZ	PHX	-112.0080556	33.43416667	2013-08-01	14944	2581	113	36	805.61	40.5	638.18	6.89	1089.8	0.827288543897216
AZ	PHX	-112.0080556	33.43416667	2013-09-01	13695	1926	95	19	637.95	36.82	423.81	2.87	824.59	0.859364731653888
AZ	PHX	-112.0080556	33.43416667	2013-10-01	14653	2264	73	7	692.26	13.59	693.12	6	859.05	0.84549239063673
AZ	PHX	-112.0080556	33.43416667	2013-11-01	14105	1863	122	6	608.01	18.45	534.69	7.25	694.6	0.867919177596597
AZ	PHX	-112.0080556	33.43416667	2013-12-01	14681	3695	167	7	1116.89	79.9	1084.24	9.62	1404.36	0.748314147537634
AZ	PHX	-112.0080556	33.43416667	2014-01-01	13335	2558	251	5	899.34	100.03	486.38	5.66	1066.6	0.808173978252718
AZ	PHX	-112.0080556	33.43416667	2014-02-01	12071	2322	195	2	751.1	47.55	623.3	3.75	896.3	0.807638140999089
AZ	PHX	-112.0080556	33.43416667	2014-03-01	14738	2612	114	11	813.16	27.94	674.02	2.18	1094.67	0.822771067987515
AZ	PHX	-112.0080556	33.43416667	2014-04-01	13561	2259	117	11	694.44	24.95	558.17	2.53	978.9	0.833419364353661
AZ	PHX	-112.0080556	33.43416667	2014-05-01	13766	2346	109	9	737.94	49.52	498.24	3.71	1056.59	0.829580124945518
AZ	PHX	-112.0080556	33.43416667	2014-06-01	13804	3151	147	10	995.1	60.06	675.16	7.72	1413	0.77173283106346
AZ	PHX	-112.0080556	33.43416667	2014-07-01	14270	3149	178	86	963.01	77.62	688.66	3.65	1416.03	0.779327259985985
AZ	PHX	-112.0080556	33.43416667	2014-08-01	13564	2457	104	43	772.48	50.74	631.93	4.5	997.32	0.818858743733412
AZ	PHX	-112.0080556	33.43416667	2014-09-01	12132	1698	100	56	523.32	35.08	495.24	9.99	634.37	0.860039564787339
AZ	PHX	-112.0080556	33.43416667	2014-10-01	13346	1872	78	8	639.55	16.81	496.5	2.66	716.46	0.859733253409261
AZ	PHX	-112.0080556	33.43416667	2014-11-01	12581	1673	52	7	559.4	21.55	433.43	3.68	654.96	0.867021699387966
AZ	PHX	-112.0080556	33.43416667	2014-12-01	13298	2971	90	7	895.95	17.38	880.99	3.51	1173.19	0.77658294480373
AZ	PHX	-112.0080556	33.43416667	2015-02-01	11907	2128	187	30	668.97	106.12	633.23	4.02	715.63	0.821281599059377
AZ	PHX	-112.0080556	33.43416667	2015-03-01	14523	2290	105	26	695.44	43.31	694.69	4.37	852.2	0.842319080079873
AZ	PHX	-112.0080556	33.43416667	2015-04-01	13743	2341	85	6	644.55	38.45	820.48	2.44	835.08	0.829658735356181
AZ	PHX	-112.0080556	33.43416667	2015-05-01	13801	2137	85	4	663.57	57.46	556.04	7.41	852.54	0.84515614810521
AZ	PHX	-112.0080556	33.43416667	2015-06-01	13869	2693	139	20	860.74	72.17	541.56	3.54	1214.97	0.805825942750018
AZ	PHX	-112.0080556	33.43416667	2015-07-01	14270	2768	92	19	849.95	55.53	590.74	5.69	1266.12	0.806026629292221
AZ	PHX	-112.0080556	33.43416667	2015-08-01	13704	2224	119	73	702.41	72.08	516.22	7.37	925.9	0.837711617046118
AZ	PHX	-112.0080556	33.43416667	2015-09-01	12025	1216	62	16	438.03	25.97	303.65	4.82	443.52	0.898877338877339
AZ	PHX	-112.0080556	33.43416667	2015-10-01	12932	1585	37	11	545.33	28.18	443.2	2.43	565.85	0.87743581812558
AZ	PHX	-112.0080556	33.43416667	2015-11-01	12531	1902	83	4	570.82	36.83	612.1	6.93	675.32	0.84821642327029
AZ	PHX	-112.0080556	33.43416667	2015-12-01	13318	2689	137	10	890.53	60.65	681.17	11.01	1045.63	0.798092806727737
AZ	PHX	-112.0080556	33.43416667	2016-01-01	13035	1691	187	7	571.94	36.78	447.88	2.58	631.82	0.870272343690065
AZ	PHX	-112.0080556	33.43416667	2016-02-01	12294	1165	102	12	370.95	35.91	283.21	2.53	472.4	0.905238327639499
AZ	PHX	-112.0080556	33.43416667	2016-03-01	14445	2012	92	9	563.71	39.16	556.31	3.7	849.11	0.860713049498096
AZ	PHX	-112.0080556	33.43416667	2016-04-01	13402	1738	77	8	508.57	24.15	495.65	2.4	707.26	0.870317863005521
AZ	PHX	-112.0080556	33.43416667	2016-05-01	13670	1893	52	16	588.26	50.84	502.29	7.15	744.46	0.861521580102414
AZ	PHX	-112.0080556	33.43416667	2016-06-01	13690	2539	91	7	793.74	61.86	521.4	3.62	1158.37	0.814536157779401
AZ	PHX	-112.0080556	33.43416667	2016-07-01	14012	2858	255	130	919.57	90.13	586.1	8.35	1253.82	0.796031972594919
AZ	PHX	-112.0080556	33.43416667	2016-08-01	13312	2411	135	118	718.59	78.54	569.18	5.2	1039.48	0.818885216346154
AZ	PHX	-112.0080556	33.43416667	2016-09-01	11965	1353	52	15	454.01	28.51	311.87	2.6	555.99	0.88692018386962
AZ	PHX	-112.0080556	33.43416667	2016-10-01	12962	3366	37	9	510.91	34.8	2060.9	1.39	758	0.740317852183305
AZ	PHX	-112.0080556	33.43416667	2016-11-01	12750	1972	43	32	437.83	38.07	903.64	12.66	579.81	0.845333333333333
AZ	PHX	-112.0080556	33.43416667	2016-12-01	13627	3210	171	12	947.04	62.72	949.07	6.53	1244.63	0.764438247596683
AZ	PHX	-112.0080556	33.43416667	2017-01-01	13250	2980	180	9	750.47	58.35	988.66	5.29	1177.22	0.775094339622642
AZ	PHX	-112.0080556	33.43416667	2017-02-01	11908	1820	104	11	477.88	23.34	592.48	3.93	722.35	0.847161572052402
AZ	PHX	-112.0080556	33.43416667	2017-03-01	14362	2197	93	8	622.44	30.36	519.16	2.78	1022.26	0.847026876479599
AZ	PHX	-112.0080556	33.43416667	2017-04-01	13278	2049	65	15	602.13	41.34	459.28	2.93	943.33	0.845684591052869
AZ	PHX	-112.0080556	33.43416667	2017-05-01	13485	2191	50	7	616.24	25.81	577.49	3.61	967.83	0.837523173896923
AZ	PHX	-112.0080556	33.43416667	2017-06-01	13063	2504	80	1	734.51	51.52	531.49	5.69	1180.81	0.808313557375794
AZ	PHX	-112.0080556	33.43416667	2017-07-01	13265	2436	96	59	733.35	82.95	523.2	5.23	1091.29	0.816358839050132
AZ	PHX	-112.0080556	33.43416667	2017-08-01	13039	2622	165	20	731.03	68.02	600.11	5.32	1217.52	0.798910959429404
AZ	PHX	-112.0080556	33.43416667	2017-09-01	11549	1394	124	53	440.89	21.59	354.37	2.76	574.4	0.879296908823275
CA	LAX	-118.4080744	33.94253611	2007-09-01	19658	3306	230	10	967.54	43.27	1167.68	11.52	1115.99	0.831824193712484
CA	LAX	-118.4080744	33.94253611	2007-10-01	20423	3932	238	8	1178.47	70.81	1212.24	21.97	1448.5	0.807471967879352
CA	LAX	-118.4080744	33.94253611	2007-11-01	19655	4421	272	36	1221.5	76.84	1700.69	11.45	1410.53	0.775069956754007
CA	LAX	-118.4080744	33.94253611	2007-12-01	20222	6655	427	24	1773.79	178.85	2359.1	22.76	2320.48	0.670902976955791
CA	LAX	-118.4080744	33.94253611	2008-01-01	18964	5886	450	25	1407.31	121.58	2232.52	17.35	2107.22	0.689622442522674
CA	LAX	-118.4080744	33.94253611	2008-02-01	17491	4576	337	18	1189.49	145	1343.71	19.57	1878.19	0.738379738151049
CA	LAX	-118.4080744	33.94253611	2008-03-01	18771	4469	295	32	1193.12	91.36	1546.3	22.31	1615.91	0.761919982952427
CA	LAX	-118.4080744	33.94253611	2008-04-01	18288	3811	268	10	1032.06	22.31	1631.23	9.02	1116.37	0.79161198600175
CA	LAX	-118.4080744	33.94253611	2008-05-01	18978	4524	195	9	1086.27	47.99	2026.43	14.88	1348.46	0.761618716408473
CA	LAX	-118.4080744	33.94253611	2008-06-01	19257	5436	196	12	1294.87	107.02	2195.13	10.2	1828.84	0.717713039414239
CA	LAX	-118.4080744	33.94253611	2008-07-01	19808	3847	258	12	1157.7	96.19	1100.84	15.29	1477	0.805785541195477
CA	LAX	-118.4080744	33.94253611	2008-08-01	19332	3495	191	11	1064.99	90.96	1067.37	8.16	1263.53	0.819211669770329
CA	LAX	-118.4080744	33.94253611	2008-09-01	16302	1760	188	13	611.88	24.85	456.24	4.4	662.62	0.892037786774629
CA	LAX	-118.4080744	33.94253611	2008-10-01	16925	1969	179	26	591.96	42.45	608.54	7.05	718.99	0.883663220088626
CA	LAX	-118.4080744	33.94253611	2008-11-01	15392	1748	175	20	504.31	32.99	465.72	8.6	736.39	0.886434511434511
CA	LAX	-118.4080744	33.94253611	2008-12-01	16177	5013	345	49	1221.02	170.65	1735.05	13.85	1872.47	0.690115596216851
CA	LAX	-118.4080744	33.94253611	2009-01-01	15850	2459	257	18	713.49	99.39	722.25	4.45	919.44	0.844858044164038
CA	LAX	-118.4080744	33.94253611	2009-02-01	14450	2581	182	19	601.51	36.19	1051.01	5.44	886.86	0.821384083044983
CA	LAX	-118.4080744	33.94253611	2009-03-01	16405	2640	226	15	727.76	51.46	847.84	7.46	1005.49	0.839073453215483
CA	LAX	-118.4080744	33.94253611	2009-04-01	15735	2282	142	8	673.88	52.01	642.6	6.96	906.56	0.854972990149349
CA	LAX	-118.4080744	33.94253611	2009-05-01	16204	2064	136	7	592.95	61.37	492.93	5.97	910.75	0.872624043446063
CA	LAX	-118.4080744	33.94253611	2009-06-01	16551	3670	172	20	989.29	88.38	1219.19	7.89	1365.28	0.77826113225787
CA	LAX	-118.4080744	33.94253611	2009-07-01	17463	3112	158	20	1059.95	85.82	772.04	6.67	1187.54	0.821794651548989
CA	LAX	-118.4080744	33.94253611	2009-08-01	17273	2674	113	21	889.16	77.02	659.78	5.46	1042.62	0.845191918022347
CA	LAX	-118.4080744	33.94253611	2009-09-01	15624	1384	103	10	492.37	33.33	325.9	1.92	530.47	0.911418330773169
CA	LAX	-118.4080744	33.94253611	2009-10-01	16233	3542	152	29	846.86	49.42	1376.37	8.33	1261.03	0.781802501078051
CA	LAX	-118.4080744	33.94253611	2009-11-01	15469	1251	107	23	436.65	31.06	323.1	1.79	458.39	0.919128579740125
CA	LAX	-118.4080744	33.94253611	2009-12-01	16268	3655	252	19	980.72	138.09	1168.61	14.98	1352.57	0.775325792967789
CA	LAX	-118.4080744	33.94253611	2010-01-01	16064	2626	314	20	671.57	64.13	791.49	19.79	1079	0.836528884462151
CA	LAX	-118.4080744	33.94253611	2010-02-01	14800	2244	373	25	655.94	63.24	568.31	10.82	945.69	0.848378378378378
CA	LAX	-118.4080744	33.94253611	2010-03-01	16842	2258	193	21	719.31	55.07	511.02	16.49	956.12	0.865930412065075
CA	LAX	-118.4080744	33.94253611	2010-04-01	16322	2164	118	19	689.16	37.98	616.54	15.15	805.16	0.867418208552873
CA	LAX	-118.4080744	33.94253611	2010-05-01	16926	2814	152	23	827.29	80.64	868.43	9.73	1027.91	0.833746898263027
CA	LAX	-118.4080744	33.94253611	2010-06-01	17220	3297	166	14	995.84	104.04	864.26	12.91	1319.95	0.808536585365854
CA	LAX	-118.4080744	33.94253611	2010-07-01	17920	3396	157	18	993.85	101.04	952.36	14.64	1334.11	0.810491071428571
CA	LAX	-118.4080744	33.94253611	2010-08-01	17828	2812	142	11	810.3	56.19	750.53	5.83	1189.17	0.842270585595692
CA	LAX	-118.4080744	33.94253611	2010-09-01	16301	2235	108	23	618.15	59.41	721.31	2.15	833.99	0.862891847125943
CA	LAX	-118.4080744	33.94253611	2010-10-01	16874	2907	140	15	758.97	34.18	899.96	2.84	1211.06	0.827723124333294
CA	LAX	-118.4080744	33.94253611	2010-11-01	15932	2682	119	30	705.53	34.77	947.76	8.24	985.71	0.831659553100678
CA	LAX	-118.4080744	33.94253611	2010-12-01	16656	4632	310	21	1116.91	112.14	1471.69	22.21	1909.06	0.721902017291066
CA	LAX	-118.4080744	33.94253611	2011-01-01	16396	3049	318	19	858.94	75.37	973.88	20.25	1120.54	0.814040009758478
CA	LAX	-118.4080744	33.94253611	2011-02-01	14956	3568	318	30	770.06	85.25	1512.94	7.89	1191.85	0.761433538379246
CA	LAX	-118.4080744	33.94253611	2011-03-01	17316	3813	232	34	898.19	38.94	1488.78	9.1	1378.03	0.77979902979903
CA	LAX	-118.4080744	33.94253611	2011-04-01	17468	3883	223	14	905.08	70.18	1601.82	7.36	1298.54	0.777707808564232
CA	LAX	-118.4080744	33.94253611	2011-05-01	18085	3581	219	26	990.92	101.17	1123.34	13.79	1351.77	0.801990599944706
CA	LAX	-118.4080744	33.94253611	2011-06-01	18512	4063	215	20	1069.57	74.32	1317.72	5.58	1595.77	0.780520743301642
CA	LAX	-118.4080744	33.94253611	2011-07-01	19337	3413	233	17	960.93	96.83	822.53	7.6	1525.11	0.823498991570564
CA	LAX	-118.4080744	33.94253611	2011-08-01	19348	3354	271	18	896.44	103.82	926.98	8.8	1417.98	0.826648749224726
CA	LAX	-118.4080744	33.94253611	2011-09-01	17349	2525	142	17	660.33	56.03	786.44	5.96	1016.24	0.854458470228832
CA	LAX	-118.4080744	33.94253611	2011-10-01	17819	2905	199	12	746.99	42.38	1093.7	5.45	1016.48	0.836971771704361
CA	LAX	-118.4080744	33.94253611	2011-11-01	16814	3138	164	66	680.61	37.9	1357.6	5.46	1056.41	0.813369810871893
CA	LAX	-118.4080744	33.94253611	2011-12-01	17552	2680	230	68	687.18	86.58	875.18	3.21	1027.85	0.847310847766636
CA	LAX	-118.4080744	33.94253611	2012-01-01	17831	2324	211	20	677.24	77.11	607.05	3.88	958.71	0.869665189837923
CA	LAX	-118.4080744	33.94253611	2012-02-01	16924	2189	167	13	603.23	53.46	733.92	5.11	793.28	0.870657055069723
CA	LAX	-118.4080744	33.94253611	2012-03-01	18982	3233	236	15	823.25	78.24	1050.03	2.13	1279.34	0.829680750184385
CA	LAX	-118.4080744	33.94253611	2012-04-01	18188	2748	154	18	715.34	59.61	895.46	6.48	1071.16	0.848911370134154
CA	LAX	-118.4080744	33.94253611	2012-05-01	18761	2553	124	13	758.88	80.02	681.71	7.39	1025.02	0.863919833697564
CA	LAX	-118.4080744	33.94253611	2012-06-01	19388	3688	222	15	1048.38	91.1	1075.65	11.43	1461.44	0.809779244893749
CA	LAX	-118.4080744	33.94253611	2012-07-01	20379	4070	211	26	1181.63	136.81	925.11	14.23	1812.23	0.800284606702979
CA	LAX	-118.4080744	33.94253611	2012-08-01	20120	3692	165	15	1097.23	90.36	884.48	13.65	1606.29	0.816500994035785
CA	LAX	-118.4080744	33.94253611	2012-09-01	18062	3227	179	21	890.99	54.63	1029.71	5.74	1245.92	0.821337614882073
CA	LAX	-118.4080744	33.94253611	2012-10-01	18545	4275	361	14	999.19	74.22	1728.98	6.5	1466.09	0.769479644108924
CA	LAX	-118.4080744	33.94253611	2012-11-01	17568	2716	220	38	750.45	45.51	758.66	6.16	1155.23	0.84540072859745
CA	LAX	-118.4080744	33.94253611	2012-12-01	18173	4632	243	33	1309.09	145.96	1467.51	11.01	1698.45	0.745116381445001
CA	LAX	-118.4080744	33.94253611	2013-01-01	17553	2551	160	21	713.52	71.54	807.24	6.42	952.28	0.854668717598131
CA	LAX	-118.4080744	33.94253611	2013-02-01	16006	2380	212	30	687.77	83.39	699.88	1.61	907.38	0.851305760339873
CA	LAX	-118.4080744	33.94253611	2013-03-01	18549	3124	205	28	833.86	94.91	835.22	7.2	1352.82	0.831581217316297
CA	LAX	-118.4080744	33.94253611	2013-04-01	18255	3685	246	31	961.32	95.48	1244.3	7.55	1376.34	0.79813749657628
CA	LAX	-118.4080744	33.94253611	2013-05-01	19054	3262	140	22	870.24	94.71	908.23	3.31	1385.52	0.828802351212344
CA	LAX	-118.4080744	33.94253611	2013-06-01	19787	4884	221	25	1299.55	151.89	1396.53	6.77	2029.23	0.753171274068833
CA	LAX	-118.4080744	33.94253611	2013-07-01	20793	4663	347	21	1270.74	126.3	1261.39	5.69	1998.88	0.775741836194873
CA	LAX	-118.4080744	33.94253611	2013-08-01	20406	4392	188	13	1117.37	83.12	1360.47	7.51	1823.49	0.784769185533667
CA	LAX	-118.4080744	33.94253611	2013-09-01	18390	2989	173	12	777.75	57.61	865.82	3.13	1284.71	0.837466014138118
CA	LAX	-118.4080744	33.94253611	2013-10-01	18966	3294	139	21	873.57	61.71	1124.1	8.46	1226.18	0.826320784561848
CA	LAX	-118.4080744	33.94253611	2013-11-01	18002	2797	280	76	775.76	67.63	953.98	34.9	964.79	0.844628374625042
CA	LAX	-118.4080744	33.94253611	2013-12-01	19060	4899	230	32	1363.69	194.71	1391.03	6.83	1942.76	0.742969569779643
CA	LAX	-118.4080744	33.94253611	2014-01-01	18474	4015	479	32	1179.83	299.95	894.56	4.57	1636.1	0.782667532748728
CA	LAX	-118.4080744	33.94253611	2014-02-01	16560	4493	408	37	1079.93	190.02	1532.32	7.64	1683.08	0.728683574879227
CA	LAX	-118.4080744	33.94253611	2014-03-01	19047	4050	236	21	1036.65	80.09	1389.98	7.48	1535.76	0.787368089462908
CA	LAX	-118.4080744	33.94253611	2014-04-01	18549	3615	160	46	888.5	66.76	1263.05	7.47	1389.19	0.805110787643539
CA	LAX	-118.4080744	33.94253611	2014-05-01	19417	3921	201	15	983.73	112.44	1199.78	7.26	1617.82	0.798063552557038
CA	LAX	-118.4080744	33.94253611	2014-06-01	19447	5208	238	16	1386.4	135.72	1681.34	13.21	1991.3	0.732195197202653
CA	LAX	-118.4080744	33.94253611	2014-07-01	20370	4376	208	16	1201.26	149.62	1241.15	7.93	1776.03	0.785174275895925
CA	LAX	-118.4080744	33.94253611	2014-08-01	19429	4104	156	22	1173.53	125.08	1260.25	10.83	1534.31	0.788769365381646
CA	LAX	-118.4080744	33.94253611	2014-09-01	17585	2637	133	9	766.66	58.14	809.18	5.02	997.98	0.850042649985783
CA	LAX	-118.4080744	33.94253611	2014-10-01	18196	2950	114	21	862.14	59.18	945.48	7.7	1075.49	0.837876456364036
CA	LAX	-118.4080744	33.94253611	2014-11-01	17045	3124	131	11	793.79	89.97	1053.81	4.63	1181.79	0.816720445878557
CA	LAX	-118.4080744	33.94253611	2014-12-01	17822	5228	262	52	1331.73	99.58	1869.93	8.02	1918.72	0.706654696442599
CA	LAX	-118.4080744	33.94253611	2015-01-01	17332	3024	260	21	900.67	114.75	816.06	5.93	1186.51	0.825525040387722
